TAXON_ORDER,CATEGORY,SPECIES_CODE,TAXON_CONCEPT_ID,PRIMARY_COM_NAME,SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,REPORT_AS
331,issf,cangoo1,avibase-AB3F42B4,Canada Goose (canadensis Group),Branta canadensis [canadensis Group],Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,cangoo
335,hybrid,x00908,avibase-9193D8E8,Bar-headed x Canada Goose (hybrid),Anser indicus x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
336,hybrid,swagoo3,avibase-5B8001AC,Swan Goose x Canada Goose (hybrid),Anser cygnoides x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
337,hybrid,x00650,avibase-EEC558D4,Pink-footed x Canada Goose (hybrid),Anser brachyrhynchus x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
338,hybrid,x00415,avibase-4797A222,Greater White-fronted x Canada Goose (hybrid),Anser albifrons x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
339,hybrid,x01088,avibase-C6AFAE5A,Greater White-fronted x Cackling/Canada Goose (hybrid),Anser albifrons x Branta hutchinsii/canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
340,hybrid,x00758,avibase-EAE2CF01,Graylag x Canada Goose (hybrid),Anser anser x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
341,hybrid,x00759,avibase-4658C834,Domestic goose sp. x Canada Goose (hybrid),Anser sp. (Domestic type) x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
342,hybrid,x00197,avibase-09D18577,Snow x Canada Goose (hybrid),Anser caerulescens x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
343,hybrid,x00693,avibase-549FA8DA,Ross's x Canada Goose (hybrid),Anser rossii x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
344,hybrid,x00417,avibase-CC74454B,Barnacle x Canada Goose (hybrid),Branta leucopsis x canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
345,slash,y00470,avibase-C600B65C,Cackling/Canada Goose,Branta hutchinsii/canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
346,hybrid,y00765,avibase-60F7854D,Snow/Ross's x Cackling/Canada Goose (hybrid),Anser caerulescens/rossii x Branta hutchinsii/canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
347,species,hawgoo,avibase-EDB18078,Hawaiian Goose,Branta sandvicensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
348,species,rebgoo1,avibase-0D280B3F,Red-breasted Goose,Branta ruficollis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
349,hybrid,x00939,avibase-742D4A94,Greater White-fronted x Red-breasted Goose (hybrid),Anser albifrons x Branta ruficollis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
350,hybrid,x00996,avibase-E78D31CF,Brant x Red-breasted Goose (hybrid),Branta bernicla x ruficollis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
351,hybrid,x00365,avibase-0DD359EE,Barnacle x Red-breasted Goose (hybrid),Branta leucopsis x ruficollis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
352,spuh,branta1,avibase-3C33827F,Branta sp.,Branta sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
353,species,cabgoo1,avibase-CA875F31,Cape Barren Goose,Cereopsis novaehollandiae,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
356,species,freduc1,avibase-E93960AB,Freckled Duck,Stictonetta naevosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
357,species,buwgoo1,avibase-842CC0BC,Blue-winged Goose,Cyanochen cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
358,species,mutswa,avibase-694C127A,Mute Swan,Cygnus olor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
359,hybrid,x00366,avibase-E65EFD41,Graylag Goose x Mute Swan (hybrid),Anser anser x Cygnus olor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
360,species,blkswa,avibase-46B54DB1,Black Swan,Cygnus atratus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
361,hybrid,x01037,avibase-D3741675,Mute x Black Swan (hybrid),Cygnus olor x atratus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
362,species,blnswa2,avibase-B8C652E6,Black-necked Swan,Cygnus melancoryphus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
363,species,truswa,avibase-B86C504C,Trumpeter Swan,Cygnus buccinator,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
364,hybrid,x00832,avibase-61281828,Mute x Trumpeter Swan (hybrid),Cygnus olor x buccinator,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
365,species,tunswa,avibase-0BCBA6B9,Tundra Swan,Cygnus columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
366,issf,tunswa1,avibase-D611DD41,Tundra Swan (Whistling),Cygnus columbianus columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,tunswa
367,issf,bewswa1,avibase-3D8F0A76,Tundra Swan (Bewick's),Cygnus columbianus bewickii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,tunswa
368,intergrade,tunswa2,avibase-EA741351,Tundra Swan (Whistling x Bewick's),Cygnus columbianus columbianus x bewickii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,tunswa
369,hybrid,x00418,avibase-E4685940,Trumpeter x Tundra Swan (hybrid),Cygnus buccinator x columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
370,slash,y00471,avibase-A20745E9,Trumpeter/Tundra Swan,Cygnus buccinator/columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
371,species,whoswa,avibase-BDDB5670,Whooper Swan,Cygnus cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
372,hybrid,x00997,avibase-34CEECD8,Mute x Whooper Swan (hybrid),Cygnus olor x cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
373,hybrid,x00419,avibase-2062BE10,Trumpeter x Whooper Swan (hybrid),Cygnus buccinator x cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
374,slash,y00708,avibase-3B749155,Tundra/Whooper Swan,Cygnus columbianus/cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
375,spuh,swan1,avibase-F9EC83D6,swan sp.,Cygnus sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
376,species,cosswa1,avibase-A3A0E8FE,Coscoroba Swan,Coscoroba coscoroba,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
377,species,comduc2,avibase-3948131B,Knob-billed Duck,Sarkidiornis melanotos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
378,species,comduc3,avibase-6C8A4060,Comb Duck,Sarkidiornis sylvicola,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
379,species,harduc1,avibase-F28E3EB8,Hartlaub's Duck,Pteronetta hartlaubii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
380,species,origoo1,avibase-FA5A25B2,Orinoco Goose,Oressochen jubatus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
381,species,andgoo1,avibase-BB29610F,Andean Goose,Oressochen melanopterus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
382,species,uplgoo1,avibase-74FC5DAB,Upland Goose,Chloephaga picta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
385,form,uplgoo2,avibase-0EA34F03,Upland Goose (White-breasted),Chloephaga picta (White-breasted),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,uplgoo1
386,form,uplgoo3,avibase-D6BA9484,Upland Goose (Bar-breasted),Chloephaga picta (Bar-breasted),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,uplgoo1
387,species,kelgoo1,avibase-4270502F,Kelp Goose,Chloephaga hybrida,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
390,species,ashgoo1,avibase-E0DEB0E7,Ashy-headed Goose,Chloephaga poliocephala,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
391,species,ruhgoo1,avibase-164A10EA,Ruddy-headed Goose,Chloephaga rubidiceps,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
392,spuh,chloep1,avibase-699FD1BE,Chloephaga sp.,Chloephaga sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
393,spuh,goose1,avibase-A0148BE3,goose sp.,Anatidae (goose sp.),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
394,species,radshe1,avibase-13B373F3,Radjah Shelduck,Radjah radjah,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
397,species,egygoo,avibase-DA2F24E3,Egyptian Goose,Alopochen aegyptiaca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
398,species,maushe1,avibase-E4AA60C7,Mauritius Shelduck,Alopochen mauritiana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
399,species,reushe1,avibase-10D0AD82,Reunion Shelduck,Alopochen kervazoi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
400,species,rudshe,avibase-1F9D883E,Ruddy Shelduck,Tadorna ferruginea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
401,hybrid,x00367,avibase-59954771,Egyptian Goose x Ruddy Shelduck (hybrid),Alopochen aegyptiaca x Tadorna ferruginea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
402,species,soashe1,avibase-D9DEA77E,South African Shelduck,Tadorna cana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
403,species,ausshe1,avibase-FF1439E4,Australian Shelduck,Tadorna tadornoides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
404,species,parshe1,avibase-AB08E5C4,Paradise Shelduck,Tadorna variegata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
405,species,comshe,avibase-5EAB32D3,Common Shelduck,Tadorna tadorna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
406,hybrid,x00876,avibase-6CD2E44F,Ruddy x Common Shelduck (hybrid),Tadorna ferruginea x tadorna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
407,species,creshe1,avibase-B2EEE0EA,Crested Shelduck,Tadorna cristata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
408,species,spwgoo1,avibase-EB01B24C,Spur-winged Goose,Plectropterus gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
409,issf,spwgoo2,avibase-49A14FC7,Spur-winged Goose (Northern),Plectropterus gambensis gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,spwgoo1
410,issf,spwgoo3,avibase-7711A539,Spur-winged Goose (Southern),Plectropterus gambensis niger,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,spwgoo1
411,species,flystd1,avibase-B3F9BB06,Flying Steamer-Duck,Tachyeres patachonicus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
412,species,flistd1,avibase-1891E2C4,Flightless Steamer-Duck,Tachyeres pteneres,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
413,form,flistd2,avibase-6B36B319,Flightless Steamer-Duck (Chiloe form),Tachyeres pteneres [undescribed form],Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,flistd1
414,species,falstd1,avibase-13CF7E44,Falkland Steamer-Duck,Tachyeres brachypterus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
415,form,falstd2,avibase-18460B16,Falkland Steamer-Duck (Flightless),Tachyeres brachypterus (Flightless),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,falstd1
416,form,falstd3,avibase-3D9DF1D5,Falkland Steamer-Duck (Flying),Tachyeres brachypterus (Flying),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,falstd1
417,species,whhstd1,avibase-63180090,White-headed Steamer-Duck,Tachyeres leucocephalus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
418,spuh,steame1,avibase-182C1ED7,steamer-duck sp.,Tachyeres sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
419,species,creduc1,avibase-079F846A,Crested Duck,Lophonetta specularioides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
422,species,speduc2,avibase-DB94B36F,Spectacled Duck,Speculanas specularis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
423,species,musduc,avibase-8DE14046,Muscovy Duck,Cairina moschata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
424,domestic,musduc3,avibase-1FE65763,Muscovy Duck (Domestic type),Cairina moschata (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,musduc
425,hybrid,x01045,avibase-E43DF226,Egyptian Goose x Muscovy Duck (hybrid),Alopochen aegyptiaca x Cairina moschata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
426,species,grnpyg1,avibase-D040868F,Green Pygmy-Goose,Nettapus pulchellus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
427,species,copgoo1,avibase-90AAE188,Cotton Pygmy-Goose,Nettapus coromandelianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
430,slash,y01228,avibase-CB06A50D,Green/Cotton Pygmy-Goose,Nettapus pulchellus/coromandelianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
431,species,afrpyg1,avibase-EC7C1618,African Pygmy-Goose,Nettapus auritus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
432,species,rintea1,avibase-45C1096F,Ringed Teal,Callonetta leucophrys,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
433,species,wooduc,avibase-27B2749A,Wood Duck,Aix sponsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
434,hybrid,x00940,avibase-2B720AAF,Common Shelduck x Wood Duck (hybrid),Tadorna tadorna x Aix sponsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
435,species,manduc,avibase-E1714A09,Mandarin Duck,Aix galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
436,hybrid,x00833,avibase-E8E00F2E,Wood x Mandarin Duck (hybrid),Aix sponsa x galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
437,species,manduc1,avibase-149A8E7E,Maned Duck,Chenonetta jubata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
438,species,finduc1,avibase-B3A6E16F,Finsch's Duck,Chenonetta finschi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
439,species,bratea1,avibase-DDFC6B2B,Brazilian Teal,Amazonetta brasiliensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
442,species,bluduc1,avibase-C7FB4E76,Blue Duck,Hymenolaimus malacorhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
445,species,torduc1,avibase-C1068510,Torrent Duck,Merganetta armata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
452,species,saltea1,avibase-A9FC6BC0,Salvadori's Teal,Salvadorina waigiuensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
453,species,baitea,avibase-63EABB42,Baikal Teal,Sibirionetta formosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
454,species,gargan,avibase-F577BA0F,Garganey,Spatula querquedula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
455,species,hottea1,avibase-FA831F65,Blue-billed Teal,Spatula hottentota,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
456,species,siltea1,avibase-C8F1E992,Silver Teal,Spatula versicolor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
459,species,puntea1,avibase-86B0BAFA,Puna Teal,Spatula puna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
460,species,buwtea,avibase-90E2543E,Blue-winged Teal,Spatula discors,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
461,species,cintea,avibase-0E599E6C,Cinnamon Teal,Spatula cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
467,hybrid,bwxtea1,avibase-3151A7CA,Blue-winged x Cinnamon Teal (hybrid),Spatula discors x cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
468,slash,y00314,avibase-15045575,Blue-winged/Cinnamon Teal,Spatula discors/cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
469,species,redsho1,avibase-CEFACC86,Red Shoveler,Spatula platalea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
470,species,capsho1,avibase-4670CF43,Cape Shoveler,Spatula smithii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
471,species,aussho1,avibase-A21E7645,Australasian Shoveler,Spatula rhynchotis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
474,species,norsho,avibase-ED4CE8E7,Northern Shoveler,Spatula clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
475,hybrid,x00836,avibase-89FF12F9,Garganey x Northern Shoveler (hybrid),Spatula querquedula x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
476,hybrid,x00629,avibase-6504986B,Blue-winged Teal x Northern Shoveler (hybrid),Spatula discors x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
477,hybrid,x00630,avibase-6712E378,Cinnamon Teal x Northern Shoveler (hybrid),Spatula cyanoptera x clypeata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
478,species,gadwal,avibase-C235A4D7,Gadwall,Mareca strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
479,issf,gadwal1,avibase-9227AE60,Gadwall (Common),Mareca strepera strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,gadwal
480,issf,gadwal2,avibase-8733A659,Gadwall (Coues's),Mareca strepera couesi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,gadwal
481,hybrid,x00457,avibase-71769071,Northern Shoveler x Gadwall (hybrid),Spatula clypeata x Mareca strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
482,species,falduc,avibase-978D4485,Falcated Duck,Mareca falcata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
483,hybrid,x00368,avibase-AA7D797B,Baikal Teal x Falcated Duck (hybrid),Sibirionetta formosa x Mareca falcata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
484,hybrid,x00369,avibase-00F76A76,Gadwall x Falcated Duck (hybrid),Mareca strepera x falcata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
485,species,eurwig,avibase-15EE0D36,Eurasian Wigeon,Mareca penelope,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
486,hybrid,x00723,avibase-07A23980,Gadwall x Eurasian Wigeon (hybrid),Mareca strepera x penelope,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
487,species,amewig,avibase-D201EB72,American Wigeon,Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
488,hybrid,x00877,avibase-67E606AB,Wood Duck x American Wigeon (hybrid),Aix sponsa x Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
489,hybrid,x00370,avibase-166D11C1,Blue-winged Teal x American Wigeon (hybrid),Spatula discors x Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
490,hybrid,x00777,avibase-584344C2,Northern Shoveler x American Wigeon (hybrid),Spatula clypeata x Mareca americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
491,hybrid,x00724,avibase-861892F3,Gadwall x American Wigeon (hybrid),Mareca strepera x americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
492,hybrid,x00421,avibase-ADF3B0C2,Eurasian x American Wigeon (hybrid),Mareca penelope x americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
493,slash,y00670,avibase-EEA2C311,Eurasian/American Wigeon,Mareca penelope/americana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
494,species,chiwig1,avibase-0B8AF41F,Chiloe Wigeon,Mareca sibilatrix,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
495,hybrid,x00998,avibase-0F4532DE,Eurasian x Chiloe Wigeon (hybrid),Mareca penelope x sibilatrix,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
496,species,amsduc1,avibase-B52611C1,Amsterdam Duck,Mareca marecula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
497,species,afbduc1,avibase-1EAFAD9F,African Black Duck,Anas sparsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
500,species,yebduc1,avibase-7F64AD87,Yellow-billed Duck,Anas undulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
503,species,melduc1,avibase-9BA03AF9,Meller's Duck,Anas melleri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
504,species,pabduc1,avibase-07479AD9,Pacific Black Duck,Anas superciliosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
507,species,layduc,avibase-3F444E5A,Laysan Duck,Anas laysanensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
508,species,hawduc,avibase-250EA983,Hawaiian Duck,Anas wyvilliana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
509,species,phiduc1,avibase-9AA3E5C2,Philippine Duck,Anas luzonica,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
510,species,isbduc1,avibase-759C5EB8,Indian Spot-billed Duck,Anas poecilorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
513,species,spbduc,avibase-E21470F9,Eastern Spot-billed Duck,Anas zonorhyncha,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Waterfowl,
